Date,Oran fatwa,Piano Concerto No. 24 (Mozart),Jean Bellette,Interstate 8,Mayabazar,Military service of Ian Smith,Boise National Forest,Juan Manuel de Rosas,Cincinnati Musical Center half dollar,Nominative determinism,Courtney Love,Camas pocket gopher,The Heart of a Woman,Shackleton–Rowett Expedition,7th Army (Kingdom of Yugoslavia),Gabriel Pleydell,Yesterday's Enterprise,Canadian National Vimy Memorial
2018-01-18,17,67,11,150,266,16,24,132,15,439,4155,17,52,77,12,12,183,150
2018-01-19,27,48,9,152,324,23,20,147,20,362,4222,15,47,69,7,7,185,141
2018-01-20,21,59,10,123,293,8,20,95,12,549,5330,15,51,95,7,9,184,133
2018-01-21,27,60,6,138,388,21,16,105,11,255,5372,14,46,71,6,8,197,180
2018-01-22,32,78,8,128,335,13,31,145,9,317,4959,21,64,58,8,5,190,177
2018-01-23,32,56,15,136,296,11,28,161,11,346,4313,14,65,55,14,7,191,167
2018-01-24,13,48,14,140,312,9,16,203,4,371,3957,32,66,82,9,4,164,169
2018-01-25,19,65,11,102,314,9,23,150,9,296,3945,23,62,60,7,7,155,183
2018-01-26,19,67,9,127,296,16,27,112,11,234,4099,24,56,58,10,12,196,687
2018-01-27,13,68,4,123,277,9,11,86,3,222,4123,25,70,54,4,3,207,233
2018-01-28,13,93,6,133,341,15,25,107,9,432,4525,23,71,62,10,12,248,210
2018-01-29,16,97,6,132,257,11,35,174,7,217,4193,15,67,62,8,5,241,170
2018-01-30,19,77,5,136,269,13,17,173,6,210,3858,14,56,62,7,6,203,145
2018-01-31,15,80,7,136,264,10,21,157,8,255,3736,21,51,58,7,7,176,118
2018-02-01,17,83,10,185,225,10,18,140,9,192,3882,46,73,58,8,4,152,132
2018-02-02,16,80,16,152,268,14,17,143,10,209,4548,27,55,69,11,9,157,161
2018-02-03,18,65,7,142,263,8,20,102,11,148,4225,21,57,56,5,6,164,155
2018-02-04,17,76,7,123,256,10,17,141,11,471,4885,28,43,76,6,7,149,133
2018-02-05,26,68,5,149,222,13,15,181,11,199,4252,24,64,56,10,3,149,137
2018-02-06,26,69,10,152,263,16,22,185,10,209,3987,20,51,61,9,7,182,157
2018-02-07,24,118,6,141,281,13,21,178,12,307,3557,16,72,74,5,10,154,139
2018-02-08,21,72,8,153,260,26,20,168,10,282,3691,19,73,91,14,10,305,145
2018-02-09,19,67,11,109,224,22,21,117,13,308,4066,17,52,71,13,12,205,154
2018-02-10,27,67,11,141,222,15,20,101,13,214,4377,23,55,55,11,8,151,96
2018-02-11,20,64,14,153,297,14,15,150,9,191,4638,34,62,63,8,7,175,146
2018-02-12,422,42,11,137,248,20,21,159,14,224,4983,23,87,66,7,4,196,150
2018-02-13,25,53,4,136,272,7,51,194,5,223,4047,14,86,62,8,4,177,141
2018-02-14,17,81,4,122,244,11,21,191,6,328,4655,11,76,61,8,5,125,141
2018-02-15,22,55,12,107,243,20,26,194,22,300,5255,18,66,92,11,11,131,378
2018-02-16,19,51,6,141,234,13,18,175,11,257,5500,16,62,55,5,5,161,141
2018-02-17,18,53,10,162,212,15,25,95,16,216,4944,19,75,51,12,8,140,151
2018-02-18,16,61,7,116,355,7,22,126,9,392,4624,14,67,67,8,5,166,130
2018-02-19,15,80,7,134,323,12,35,152,12,332,4362,19,63,54,5,3,227,162
2018-02-20,22,71,9,153,252,23,25,150,13,374,9089,18,89,67,9,8,252,126
2018-02-21,19,88,15,115,228,20,33,172,19,285,9839,19,98,61,10,14,248,142
2018-02-22,30,83,18,153,252,27,31,205,17,266,5643,26,74,72,17,25,194,191
2018-02-23,24,66,17,150,229,10,22,198,11,189,4649,20,92,59,8,13,168,147
2018-02-24,16,81,13,103,349,12,24,130,15,159,5058,18,45,73,7,11,141,149
2018-02-25,29,80,36,128,333,26,48,158,30,188,5534,32,86,100,19,30,169,183
2018-02-26,28,77,9,173,282,16,26,238,12,306,4537,15,96,65,9,10,171,204
2018-02-27,19,46,12,192,240,33,26,194,11,196,4173,17,109,72,8,7,150,177
2018-02-28,15,67,7,147,235,28,26,213,9,195,3690,17,79,79,5,6,198,193
2018-03-01,17,62,15,132,281,17,31,223,9,215,3784,26,70,78,8,9,155,166
2018-03-02,21,61,12,170,291,8,31,200,15,189,4412,14,58,66,8,7,170,177
2018-03-03,18,44,10,117,245,15,33,126,14,166,4175,16,65,70,12,8,146,120
2018-03-04,14,63,14,127,260,24,24,146,13,365,6744,22,69,57,13,8,172,204
2018-03-05,17,59,11,159,230,13,32,196,15,822,5026,19,71,72,6,3,138,198
2018-03-06,19,46,12,142,254,23,30,201,14,548,3961,21,64,75,10,6,177,216
2018-03-07,11,48,9,145,243,24,28,214,11,292,3809,12,78,51,5,6,133,181
2018-03-08,19,56,12,138,241,20,31,238,9,221,4326,13,113,60,11,15,131,216
2018-03-09,31,62,13,165,277,21,22,166,11,208,4222,19,68,63,11,10,163,200
2018-03-10,15,65,3,115,220,9,27,115,8,160,4334,24,44,55,8,6,149,147
2018-03-11,27,62,6,118,287,14,19,128,9,168,4357,14,43,59,2,2,176,178
2018-03-12,13,96,13,170,280,23,29,208,13,215,3957,19,57,79,9,6,174,172
2018-03-13,20,81,10,139,281,24,24,200,10,207,3908,18,46,77,7,4,496,185
2018-03-14,24,87,9,167,226,19,38,215,9,209,3617,23,71,74,9,8,288,160
2018-03-15,23,97,9,156,244,24,32,203,18,239,3563,21,60,61,10,9,182,214
2018-03-16,12,63,26,130,271,19,28,143,7,233,3665,19,60,48,8,9,173,143
2018-03-17,48,61,8,125,337,19,19,108,11,189,3805,19,38,56,13,6,141,171
2018-03-18,15,57,5,132,444,16,21,142,9,303,4763,16,41,56,5,6,334,190
2018-03-19,20,61,10,130,332,22,33,216,7,257,4082,20,112,70,11,5,231,220
2018-03-20,19,59,14,147,276,19,28,158,10,218,4193,17,63,74,8,6,211,213
2018-03-21,21,50,12,136,250,16,30,163,21,432,4311,21,72,48,12,9,184,203
2018-03-22,26,73,17,172,310,17,17,210,13,270,4246,14,75,46,15,7,153,168
2018-03-23,23,92,15,129,291,21,26,137,9,462,4627,14,72,54,10,7,373,188
2018-03-24,16,61,11,119,263,9,22,100,10,201,5384,19,36,54,7,4,166,190
2018-03-25,36,56,8,170,311,23,15,159,12,325,6346,17,44,46,8,4,218,186
2018-03-26,19,76,24,164,241,22,28,163,11,232,5061,14,57,65,11,6,166,201
2018-03-27,16,63,10,168,295,14,26,171,12,226,4449,20,53,99,7,5,208,164
2018-03-28,30,54,12,167,279,21,27,146,15,198,4402,24,56,90,12,7,339,206
2018-03-29,15,53,9,167,250,20,13,181,12,246,4922,17,62,74,6,4,182,213
2018-03-30,24,49,9,152,284,23,22,165,12,238,6684,29,40,68,6,3,178,176
2018-03-31,22,43,9,162,306,13,38,111,12,340,4663,24,36,58,4,6,160,154
2018-04-01,19,52,8,140,314,21,16,121,8,191,5225,29,34,77,6,5,128,164
2018-04-02,27,65,9,161,278,23,21,179,17,183,4637,16,45,97,9,5,263,270
2018-04-03,24,79,8,135,271,24,29,208,13,225,4761,17,79,89,11,12,189,250
2018-04-04,21,60,13,149,243,13,29,200,13,431,4617,14,866,65,7,3,161,171
2018-04-05,16,88,8,155,240,17,34,182,10,270,9947,22,210,66,7,6,146,166
2018-04-06,21,81,15,123,257,28,27,128,13,294,13060,18,70,53,17,8,140,199
2018-04-07,15,112,6,138,678,10,19,116,6,186,7793,28,74,60,5,2,129,188
2018-04-08,25,57,3,147,291,18,13,123,2,258,7546,18,54,56,4,2,151,252
2018-04-09,26,56,12,174,246,18,28,163,11,208,6077,16,69,85,11,7,159,2880
2018-04-10,21,48,7,119,218,20,17,174,9,256,4927,26,72,264,7,9,151,720
2018-04-11,16,69,9,149,221,21,23,177,13,216,4582,18,60,113,8,8,191,291
2018-04-12,28,71,15,164,247,22,30,176,17,291,4433,29,83,102,14,11,152,267
2018-04-13,24,56,10,130,265,13,24,117,10,237,4070,21,53,65,6,2,171,189
2018-04-14,22,60,15,234,401,31,29,116,19,228,5298,23,52,71,13,15,94,145
2018-04-15,30,66,9,150,484,21,24,147,13,332,5813,21,67,80,14,8,125,193
2018-04-16,22,74,7,134,404,15,34,177,12,235,4681,18,63,78,10,2,135,190
2018-04-17,39,61,14,155,386,18,31,152,20,249,3921,27,80,61,8,10,125,733
2018-04-18,26,71,9,113,494,12,31,172,10,550,3812,20,69,76,11,2,141,159
2018-04-19,16,71,12,101,382,13,22,118,9,402,4147,22,75,74,9,4,128,170
2018-04-20,18,70,15,114,329,18,20,148,10,308,4740,26,62,56,9,6,142,199
2018-04-21,15,62,7,133,297,8,11,120,13,164,5135,17,50,61,3,2,138,106
2018-04-22,33,62,11,120,364,25,30,147,11,168,5226,14,51,52,8,6,154,178
2018-04-23,19,62,8,158,363,16,43,162,8,201,4840,29,65,69,7,4,141,158
2018-04-24,22,57,8,136,281,12,17,181,10,283,3661,20,77,83,6,3,131,176
2018-04-25,18,63,12,159,248,26,24,168,8,210,3668,25,59,66,12,11,126,307
2018-04-26,19,63,10,118,285,15,32,171,9,201,3619,19,70,55,11,8,253,283
2018-04-27,19,60,5,110,333,21,29,131,9,203,3759,19,41,242,7,2,229,128
2018-04-28,25,56,4,104,312,20,24,129,13,151,3843,28,47,104,9,7,199,136
2018-04-29,26,63,6,124,608,16,19,124,5,181,4126,21,54,77,6,12,168,152
2018-04-30,22,68,7,122,431,11,17,172,18,373,3902,16,48,82,10,13,154,185
2018-05-01,17,59,7,172,720,11,35,200,32,215,3244,21,70,85,11,5,135,174
2018-05-02,21,58,4,105,1267,9,25,171,11,310,3425,20,41,70,15,3,110,196
2018-05-03,29,67,8,136,992,24,38,165,12,441,3408,20,56,61,15,9,110,202
2018-05-04,16,38,5,109,946,8,24,157,19,289,3744,20,45,57,5,6,162,139
2018-05-05,13,51,7,126,1208,14,21,131,23,805,5010,25,45,42,7,7,97,115
2018-05-06,29,33,3,110,1536,9,28,113,9,249,5424,33,42,62,3,3,119,144
2018-05-07,17,49,13,132,1636,29,30,174,8,210,4163,29,76,42,8,7,119,172
2018-05-08,22,46,12,123,1844,13,27,166,16,220,3882,23,59,49,7,3,187,161
2018-05-09,21,64,12,111,3820,9,34,199,5,225,3553,22,62,82,5,4,119,180
2018-05-10,19,66,15,127,4938,14,32,162,12,215,3557,44,60,237,8,9,136,198
2018-05-11,17,54,10,154,5009,13,31,161,6,191,3677,20,56,81,4,5,90,165
2018-05-12,15,48,4,148,6132,10,19,106,5,139,3747,23,49,98,1,4,121,145
2018-05-13,18,51,16,129,6579,22,21,131,12,165,3974,28,52,63,15,6,120,176
2018-05-14,17,55,3,121,5261,12,30,160,4,232,3726,29,58,50,5,2,159,183
2018-05-15,15,69,2,132,3805,13,27,156,6,221,4647,24,58,73,3,4,146,149
2018-05-16,34,59,15,122,4074,16,39,141,13,242,10406,36,49,53,10,7,130,152
2018-05-17,23,64,7,120,3849,9,30,134,8,386,5396,37,49,63,11,4,169,170
2018-05-18,176,46,6,151,3381,17,31,111,10,218,4631,17,50,44,9,4,121,162
2018-05-19,31,49,7,136,3279,11,35,111,11,134,3898,27,41,60,11,8,221,133
2018-05-20,21,57,7,121,3765,16,37,87,5,160,4848,28,41,62,15,5,256,145
2018-05-21,22,47,8,158,3028,23,37,113,17,237,3722,27,49,57,8,8,232,172
2018-05-22,13,58,7,138,2347,8,27,172,17,334,4723,28,57,86,6,4,155,191
2018-05-23,36,47,15,152,2008,23,37,151,20,247,3694,29,67,70,13,12,210,169
2018-05-24,22,48,11,114,1889,17,22,122,13,207,3581,29,51,47,10,10,153,148
2018-05-25,15,37,5,115,1686,14,20,118,8,161,3870,15,47,42,5,5,108,144
2018-05-26,16,39,8,129,2094,15,20,100,5,263,3853,25,48,54,5,3,117,136
2018-05-27,38,49,6,104,1934,12,28,155,7,162,3995,27,47,65,4,7,115,163
2018-05-28,24,48,11,161,2073,9,27,130,10,219,4203,21,65,51,16,4,116,230
2018-05-29,9,56,9,151,1558,18,36,148,5,251,3633,33,57,49,7,6,146,241
2018-05-30,17,66,10,133,1550,21,42,187,11,321,4742,24,61,50,9,10,111,170
2018-05-31,15,54,6,136,1407,11,24,167,8,258,5061,22,47,48,7,4,148,136
2018-06-01,25,45,7,162,1309,21,26,111,8,259,4860,31,55,96,6,6,126,150
2018-06-02,21,54,10,133,1360,14,16,133,9,233,4066,39,49,67,11,7,102,317
2018-06-03,13,41,5,139,5912,14,17,128,5,278,5367,32,50,53,6,6,150,194
2018-06-04,11,47,6,184,1525,13,31,149,9,237,4861,22,48,48,7,5,145,228
2018-06-05,17,48,7,154,1064,18,30,111,8,228,4040,24,61,44,3,16,119,243
2018-06-06,23,57,6,131,1862,10,32,119,13,177,3974,26,50,58,5,5,128,208
2018-06-07,16,37,8,117,1014,23,21,139,15,193,4150,31,48,45,7,11,113,417
2018-06-08,16,49,9,140,1020,29,25,94,14,162,4442,23,40,45,14,8,126,182
2018-06-09,18,40,5,139,1024,15,21,103,6,126,4242,18,48,28,6,7,110,149
2018-06-10,13,49,7,132,1007,11,30,132,6,143,4079,23,36,38,3,4,195,150
2018-06-11,17,60,9,158,762,17,37,140,16,237,4149,19,37,41,6,4,166,215
2018-06-12,17,50,7,131,705,16,42,125,18,217,3388,20,37,46,7,7,152,193
2018-06-13,20,38,5,125,754,18,19,119,6,196,3732,22,37,44,8,8,142,153
2018-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,18,47,10,153,707,12,17,104,8,162,3351,22,34,43,7,6,127,160
2018-06-16,15,50,5,131,685,8,16,83,7,151,3398,27,32,30,8,5,128,159
2018-06-17,14,44,11,156,653,17,20,67,8,137,3510,22,42,49,3,4,119,170
